
iteration 152
theta0 -2.220446049250313e-18
theta1 -0.6703187286675099

iteration 153
theta0 -2.498001805406602e-18
theta1 -0.6721769355887398

iteration 154
theta0 -2.312964634635743e-18
theta1 -0.6740165604407574

iteration 155
theta0 -2.4054832200211722e-18
theta1 -0.6758377890442548

